user_id,orders_per_month,avg_order_value,last_order_days,customer_rating,discount_used_before,ordered_without_discount,recommended_discount
771,9,583,1,4.0,1,1,32
772,8,309,34,4.7,0,0,50
773,15,632,10,4.0,0,0,25
774,19,415,60,4.1,0,1,42
775,7,898,59,3.3,0,1,50
776,3,980,41,3.0,1,1,50
777,4,961,45,4.3,0,0,50
778,3,508,27,3.8,1,1,50
779,15,250,32,3.1,1,0,36
780,2,399,9,5.0,1,1,50
781,8,251,36,4.8,1,0,50
782,2,840,54,2.9,0,0,50
783,3,215,48,3.9,1,0,50
784,16,536,2,3.7,0,1,19
785,16,719,16,4.1,1,0,26
786,1,845,9,4.3,1,1,50
787,18,680,29,4.1,1,0,28
788,7,428,4,2.6,1,0,38
789,12,721,54,4.8,1,1,50
790,4,935,20,2.7,0,0,50
791,12,211,2,2.9,0,1,27
792,8,300,5,4.6,0,1,36
793,17,449,34,4.0,1,1,33
794,6,930,35,4.6,0,0,50
795,14,986,9,4.0,1,0,26
796,16,161,40,4.8,0,1,38
797,5,457,57,2.7,0,0,50
798,18,283,32,4.7,1,1,30
799,2,928,25,3.5,0,1,50
800,13,787,4,4.8,1,1,26
801,3,163,2,3.1,0,1,45
802,10,115,21,3.9,0,1,40
803,4,706,20,3.8,1,0,50
804,10,554,19,4.9,0,0,39
805,18,106,42,4.1,1,0,35
806,10,781,20,4.0,1,1,40
807,6,976,26,4.0,1,1,50
808,7,541,29,3.9,0,0,50
809,10,141,41,2.9,1,1,50
810,4,508,1,2.7,0,1,42
811,8,450,33,2.8,1,1,50
812,3,595,55,4.9,1,1,50
813,2,891,57,4.2,1,0,50
814,16,721,59,3.3,1,0,47
815,6,765,45,2.7,0,1,50
816,16,1000,17,3.1,0,0,26
817,17,567,41,4.9,0,1,36
818,5,598,43,2.7,0,1,50
819,5,260,59,4.0,1,1,50
820,17,956,42,4.2,0,0,37
821,12,498,38,2.6,0,1,45
822,15,706,31,4.1,1,0,35
823,4,973,10,3.1,1,1,47
824,13,305,55,4.6,0,0,50
825,18,168,56,4.3,0,1,42
826,20,715,47,2.6,1,1,33
827,15,671,56,2.8,1,0,48
828,14,643,46,4.3,1,0,45
829,6,235,8,3.9,0,0,42
830,14,185,18,3.3,1,1,31
831,3,192,33,3.9,0,1,50
832,15,504,51,3.8,1,0,45
833,6,939,22,3.0,1,0,49
834,6,266,47,3.7,1,1,50
835,20,790,34,4.1,0,0,27
836,15,876,32,4.2,1,1,36
837,17,592,35,3.8,1,0,33
838,20,332,30,3.7,1,0,25
839,18,277,23,3.3,0,0,25
840,12,798,11,4.4,1,1,31
841,1,976,54,3.3,1,1,50
842,4,138,38,4.5,1,0,50
843,2,949,33,4.7,1,0,50
844,8,680,23,2.8,1,0,45
845,10,482,37,3.4,0,1,48
846,7,821,44,4.3,0,0,50
847,17,853,16,5.0,1,0,24
848,16,419,16,3.3,1,1,26
849,8,118,48,4.2,0,1,50
850,16,320,23,2.7,1,1,29
851,3,432,33,4.6,1,0,50
852,19,520,9,4.0,1,0,16
853,7,341,30,3.5,1,1,50
854,3,826,49,3.7,1,0,50
855,15,883,41,2.5,0,1,40
856,18,390,52,4.9,1,0,40
857,3,1000,1,4.3,1,1,44
858,2,625,52,4.5,1,1,50
859,13,157,45,4.3,0,0,46
860,20,237,27,3.6,1,0,23
861,1,693,50,4.2,0,0,50
862,4,619,19,4.5,1,0,50
863,4,666,53,3.1,1,1,50
864,3,468,35,2.8,1,0,50
865,13,136,21,4.0,1,1,34
866,1,994,55,3.6,0,0,50
867,10,143,3,3.7,1,0,31
868,14,936,26,4.6,1,0,35
869,4,588,36,3.5,0,1,50
870,5,866,24,2.8,0,1,50
871,17,109,20,4.2,1,1,26
872,8,298,42,4.4,1,1,50
873,20,472,37,3.4,0,0,28
874,2,932,51,3.9,0,0,50
875,18,775,21,4.5,1,0,24
876,14,238,29,3.5,1,1,36
877,8,994,5,4.1,1,0,36
878,16,210,49,4.8,0,0,42
879,9,745,33,3.2,1,0,48
880,14,273,33,4.0,0,1,38
881,16,435,7,3.2,0,1,21
882,11,780,32,4.2,0,1,44
883,6,709,27,2.7,1,1,50
884,17,783,46,4.0,0,1,39
885,17,326,22,4.2,1,0,27
886,18,702,21,4.8,1,0,24
887,10,192,34,4.3,0,0,47
888,17,958,30,3.4,0,1,31
889,4,850,57,3.7,0,1,50
890,9,587,4,3.3,1,1,34
891,11,678,44,3.3,0,0,50
892,13,176,16,2.8,0,1,32
893,4,632,43,3.9,0,1,50
894,2,763,31,4.0,1,1,50
895,10,784,33,4.7,1,0,46
896,1,184,36,4.2,1,1,50
897,16,335,6,4.9,1,1,21
898,19,457,45,3.8,0,1,34
899,10,802,25,3.4,1,1,42
900,8,899,15,3.6,1,1,41
901,8,467,36,2.7,1,0,50
902,11,881,38,3.3,1,1,47
903,7,732,23,4.4,1,1,47
904,3,815,5,4.2,0,1,46
905,4,294,32,2.8,1,0,50
906,1,464,43,3.8,1,1,50
907,20,860,30,4.8,1,1,25
908,16,810,10,3.0,1,1,23
909,18,875,52,3.8,0,1,40
910,16,318,39,4.9,1,0,37
911,8,274,49,4.0,1,0,50
912,1,644,53,4.9,1,0,50
913,12,617,9,4.0,1,1,30
914,4,514,42,4.2,1,1,50
915,2,164,6,2.8,0,1,49
916,7,447,4,2.6,1,1,38
917,20,480,44,4.3,0,1,32
918,16,666,11,2.5,1,1,23
919,20,695,7,4.3,0,0,13
920,6,436,33,4.9,1,0,50
921,11,148,33,4.9,0,1,44
922,13,838,40,3.7,0,0,44
923,16,221,38,2.6,1,0,37
924,13,821,21,4.6,1,0,34
925,13,364,1,2.7,0,1,24
926,6,493,53,4.8,1,0,50
927,20,834,17,3.1,0,1,18
928,13,189,33,3.6,0,0,40
929,12,303,45,3.2,0,0,48
930,4,859,53,2.6,1,1,50
931,19,594,49,2.6,1,1,36
932,19,416,29,4.5,0,0,26
933,5,350,29,2.6,1,0,50
934,5,310,38,3.3,0,0,50
935,13,967,40,2.8,0,0,44
936,7,107,43,3.6,1,0,50
937,11,665,7,4.2,1,0,31
938,16,966,57,3.5,1,0,46
939,15,912,59,4.9,1,1,49
940,15,692,48,3.7,1,1,44
941,15,625,52,3.8,1,0,46
942,5,235,58,4.8,0,1,50
943,20,880,47,3.4,1,1,33
944,17,518,46,3.2,0,1,39
945,20,987,43,2.9,0,1,31
946,9,476,38,3.5,0,1,50
947,10,525,57,3.3,1,0,50
948,2,439,51,3.3,1,1,50
949,19,128,52,4.5,1,0,38
950,6,229,46,4.2,1,0,50
951,8,233,3,4.6,1,0,35
952,20,409,29,4.1,0,1,24
953,11,142,41,3.5,0,1,48
954,11,267,47,3.5,1,1,50
955,10,316,5,4.1,1,1,32
956,7,402,49,3.3,1,0,50
957,8,120,43,3.5,1,1,50
958,17,530,33,4.3,0,0,32
959,10,222,14,3.6,0,1,37
960,9,525,16,2.8,0,1,40
961,7,278,52,4.3,1,1,50
962,7,708,31,2.8,1,0,50
963,10,390,37,3.4,1,1,48
964,4,648,50,4.0,0,1,50
965,20,460,31,4.3,0,1,25
966,8,257,15,4.6,1,1,41
967,13,656,58,3.5,0,1,50
968,3,826,50,3.7,1,1,50
969,1,926,43,2.6,0,0,50
970,13,550,59,2.9,0,1,50
971,8,627,14,4.4,0,0,41
972,9,879,31,4.8,1,1,47
973,13,954,41,2.5,0,1,44
974,20,240,59,2.7,1,0,39
975,2,451,34,2.9,0,0,50
976,18,892,43,3.2,0,1,35
977,2,762,49,3.8,0,1,50
978,9,593,17,2.7,1,1,40
979,2,383,20,4.2,0,0,50
980,17,741,36,3.5,1,1,34
981,1,753,38,2.7,1,1,50
982,12,282,27,3.6,1,1,39
983,5,198,11,4.9,1,1,45
984,15,646,23,2.8,1,1,31
985,3,367,32,3.8,1,1,50
986,6,237,14,2.7,0,0,45
987,12,772,51,3.5,0,0,50
988,4,392,34,3.0,1,1,50
989,8,934,19,4.5,0,1,43
990,6,334,37,4.5,1,0,50
991,20,491,53,3.2,1,0,36
992,18,951,57,3.1,1,1,42
993,9,767,9,4.7,1,1,36
994,7,282,16,3.9,1,1,44
995,20,327,3,3.1,1,0,11
996,12,632,4,3.3,0,1,28
997,13,205,17,3.9,0,1,32
998,6,776,34,4.8,1,1,50
999,20,972,47,4.6,0,0,33
1000,17,433,46,4.0,1,0,39
1001,7,128,2,4.7,1,0,37
1002,4,409,11,2.9,1,0,47
1003,4,176,17,5.0,0,0,50
1004,10,186,3,4.4,0,0,31
1005,20,870,17,4.3,1,1,18
1006,4,459,28,3.3,0,0,50
1007,5,746,22,4.2,1,1,50
1008,18,748,30,2.9,1,1,29
1009,14,892,22,4.4,0,1,33
1010,8,314,60,2.9,1,1,50
1011,9,657,15,3.9,1,0,39
1012,9,682,34,4.2,0,0,49
1013,10,806,46,4.3,1,0,50
1014,9,512,47,4.3,0,0,50
1015,5,991,9,3.7,1,1,44
1016,14,242,41,3.9,0,1,42
1017,7,908,12,4.9,0,1,42
1018,19,394,31,3.8,1,1,27
1019,16,247,56,2.9,0,0,46
1020,19,652,46,2.5,1,1,35
1021,20,925,33,4.1,1,1,26
1022,16,357,54,3.9,1,1,45
1023,8,778,9,3.5,0,0,38
1024,4,498,2,4.4,0,1,43
1025,1,566,51,4.7,0,0,50
1026,3,369,56,3.9,1,1,50
1027,20,934,18,4.9,1,0,19
1028,10,355,52,4.7,1,1,50
1029,4,614,31,2.6,0,0,50
1030,3,923,31,3.9,1,1,50
1031,17,799,41,3.9,1,1,36
1032,6,494,1,3.5,1,0,38
1033,14,334,26,3.4,1,1,35
1034,18,831,53,2.6,0,1,40
1035,4,112,57,3.9,1,0,50
1036,9,981,54,2.6,1,0,50
1037,20,323,36,3.7,1,0,28
1038,18,135,41,3.4,1,1,34
1039,7,392,9,4.9,0,0,40
1040,9,370,56,3.5,1,0,50
1041,14,629,50,3.3,0,1,47
1042,14,309,16,4.9,0,0,30
1043,3,407,22,4.1,0,0,50
1044,17,709,44,4.5,1,0,38
1045,8,234,43,3.8,0,1,50
1046,14,128,37,3.1,0,0,40
1047,7,229,33,2.7,1,0,50
1048,11,963,30,2.8,0,1,43
1049,19,153,58,2.7,0,1,41
1050,6,561,8,3.5,1,1,42
1051,5,699,15,3.3,1,0,47
1052,16,118,14,3.3,0,1,25
1053,20,336,51,3.4,0,0,35
1054,18,158,11,3.5,0,0,19
1055,18,914,36,4.7,0,0,32
1056,13,262,52,4.1,1,1,50
1057,10,196,23,4.1,0,0,41
1058,14,864,3,3.1,1,1,23
1059,7,810,24,2.8,0,1,48
1060,18,457,57,2.7,1,1,42
1061,2,282,17,3.1,1,1,50
1062,1,864,25,3.4,1,1,50
1063,12,603,51,2.5,1,0,50
1064,19,640,42,3.1,0,0,33
1065,19,748,41,4.8,0,0,32
1066,8,690,54,2.6,1,1,50
1067,19,389,42,4.5,0,0,33
1068,16,983,4,4.7,1,1,20
1069,5,556,58,3.4,0,0,50
1070,17,159,47,4.2,0,1,39
1071,5,819,36,4.1,0,1,50
1072,5,937,50,5.0,0,1,50
1073,9,692,44,4.1,1,0,50
1074,20,857,42,3.9,1,0,31
1075,11,881,42,3.5,1,1,49
1076,2,332,11,2.8,0,0,50
1077,15,935,29,2.6,0,1,34
1078,6,928,55,4.1,1,1,50
1079,6,229,46,3.5,0,0,50
1080,3,903,30,4.0,1,0,50
1081,7,394,31,3.0,0,0,50
1082,20,520,41,3.7,1,0,30
1083,9,289,41,4.1,0,0,50
1084,18,552,35,2.8,1,1,31
1085,9,415,34,4.2,1,1,49
1086,16,526,18,4.8,1,0,27
1087,9,280,32,3.0,0,0,48
1088,6,772,15,4.1,1,0,45
1089,17,612,4,4.1,0,1,18
1090,12,689,55,2.6,1,1,50
1091,1,716,29,4.2,1,1,50
1092,15,966,45,4.6,0,0,42
1093,3,419,3,3.9,1,1,45
1094,14,692,46,3.7,1,0,45
1095,14,907,30,4.6,1,1,37
1096,2,353,51,4.1,0,0,50
1097,7,736,21,4.4,0,0,46
1098,13,370,28,4.3,1,0,38
1099,19,300,14,4.5,1,0,19
1100,9,960,37,4.9,0,1,50
1101,3,102,59,4.9,0,1,50
1102,15,358,30,4.7,1,1,35
1103,12,185,11,3.7,0,1,31
1104,1,252,33,4.1,1,0,50
1105,4,399,17,4.4,1,0,50
1106,20,292,59,4.2,1,1,39
1107,3,873,56,2.5,0,0,50
1108,12,992,4,3.4,0,1,28
1109,5,693,38,3.2,0,0,50
1110,9,174,59,4.3,1,1,50
1111,17,573,29,3.6,1,1,30
1112,8,362,47,4.4,0,0,50
1113,13,319,15,4.4,0,1,31
1114,1,354,8,2.7,0,1,50
1115,14,174,16,2.9,0,0,30
1116,8,641,28,2.9,1,0,48
1117,17,478,56,3.2,1,0,44
1118,2,440,48,4.6,0,1,50
1119,15,996,42,4.9,1,1,41
1120,5,682,49,3.5,0,1,50
1121,19,166,25,2.6,1,1,24
1122,5,149,47,2.8,1,0,50
1123,19,158,36,3.9,0,0,30
1124,8,221,27,4.0,0,1,47
1125,8,782,35,3.8,1,1,50
1126,14,262,40,2.8,1,0,42
1127,3,750,56,4.8,0,1,50
1128,15,432,25,4.5,1,1,32
1129,9,764,56,3.2,0,0,50
1130,9,278,11,4.5,0,0,37
1131,12,532,49,3.3,0,1,50
1132,10,184,41,3.9,1,1,50
1133,16,531,18,4.6,0,1,27
1134,2,417,59,2.5,0,1,50
1135,14,785,36,3.2,0,1,40
1136,4,856,8,2.8,0,0,46
1137,9,375,20,3.4,1,0,42
1138,3,692,44,3.3,1,0,50
1139,12,737,28,3.9,0,0,40
1140,14,375,55,3.1,0,0,49
1141,17,596,30,3.5,0,0,31
1142,5,631,32,3.5,0,0,50
1143,1,759,25,4.2,1,0,50
1144,12,904,54,4.6,1,0,50
1145,16,854,38,2.9,1,1,37
1146,8,458,14,2.5,0,0,41
1147,14,839,35,4.1,0,1,39
1148,5,287,13,3.7,1,0,46
1149,1,206,27,3.4,1,1,50
1150,9,863,50,2.7,0,1,50
1151,2,747,50,3.9,0,1,50
1152,20,849,45,3.7,1,1,32
1153,3,274,48,2.7,0,0,50
1154,14,744,19,3.7,0,1,31
1155,2,651,41,4.9,0,0,50
1156,12,555,36,4.6,0,1,44
1157,6,526,32,3.2,0,1,50
1158,5,863,21,4.6,1,0,50
1159,19,866,56,2.5,0,0,40
1160,11,569,47,4.4,1,1,50
1161,9,313,43,4.7,1,1,50
1162,20,591,28,3.0,0,0,24
1163,20,743,53,4.6,1,0,36
1164,19,921,8,4.0,0,0,16
1165,16,974,38,4.6,0,1,37
1166,1,355,6,5.0,1,1,50
1167,17,626,54,4.5,0,1,43
1168,10,297,60,4.9,1,1,50
1169,4,843,34,3.2,1,0,50
1170,4,530,46,4.0,0,0,50
1171,14,405,60,3.4,0,1,50
1172,16,186,2,2.9,1,1,19
1173,10,891,38,3.1,1,1,49
1174,7,833,24,3.5,1,0,48
1175,3,294,56,3.2,1,1,50
1176,11,405,3,3.3,1,1,29
1177,20,248,23,4.0,0,1,21
1178,20,578,7,4.9,1,1,13
1179,13,516,6,4.6,0,1,27
1180,2,154,40,2.7,1,0,50
1181,12,461,36,2.9,0,1,44
1182,2,647,2,3.7,0,0,47
1183,3,774,60,3.6,0,0,50
1184,5,926,28,3.1,0,0,50
1185,14,624,42,4.2,1,1,43
1186,1,393,24,3.3,1,0,50
1187,9,777,5,4.3,1,1,34
1188,12,715,24,2.8,0,1,38
1189,9,415,57,3.2,0,0,50
1190,7,973,26,4.2,1,1,49
1191,5,761,11,3.2,0,1,45
1192,7,724,55,3.9,0,1,50
1193,20,761,56,4.6,0,0,38
1194,10,584,45,4.2,0,0,50
1195,15,512,5,4.8,0,1,22
1196,1,365,17,3.6,0,0,50
1197,9,674,33,4.7,1,0,48
1198,3,116,30,4.2,1,0,50
1199,6,592,58,4.7,1,0,50
1200,16,645,32,3.5,1,0,34
1201,14,739,11,3.7,0,0,27
1202,19,520,49,3.9,1,1,36
1203,16,860,39,3.1,0,0,37
1204,16,744,42,2.9,1,1,39
1205,3,740,33,3.4,1,0,50
1206,18,214,16,4.9,0,0,22
1207,5,581,25,3.8,1,1,50
1208,1,758,22,4.1,0,0,50
1209,17,685,34,4.2,1,0,33
1210,20,485,21,4.5,0,1,20
1211,5,478,14,4.8,0,1,47
1212,14,312,14,4.2,1,1,29
1213,19,854,28,4.7,1,1,26
1214,14,322,14,4.4,0,0,29
1215,7,890,13,3.4,1,1,42
1216,20,762,37,3.0,1,0,28
1217,13,621,24,4.7,1,1,36
1218,11,971,25,3.0,0,0,40
1219,15,659,4,4.1,1,1,22
1220,8,948,48,4.2,1,0,50
1221,20,666,46,3.4,1,1,33
1222,4,331,3,4.8,0,0,43
1223,13,999,57,3.8,1,1,50
1224,16,637,25,3.8,1,0,30
1225,20,204,22,3.9,1,0,21
1226,14,861,25,2.7,1,0,34
1227,4,360,15,3.9,0,1,49
1228,19,741,38,4.6,0,0,31
1229,6,438,51,4.9,0,0,50
1230,11,270,32,3.5,1,1,44
1231,16,226,13,4.9,0,1,24
1232,14,242,52,2.9,1,0,48
1233,9,746,25,3.9,1,0,44
1234,10,788,41,4.5,1,0,50
1235,2,726,38,4.6,1,0,50
1236,12,566,50,4.8,0,0,50
1237,17,232,18,5.0,0,0,25
1238,18,770,42,3.4,1,1,35
1239,10,983,43,4.6,1,0,50
1240,7,814,11,4.6,1,0,41
1241,11,444,11,2.9,0,0,33
1242,18,830,19,4.9,0,1,23
1243,18,731,21,3.0,0,1,24
1244,17,777,45,4.9,1,1,38
1245,17,647,40,2.7,1,1,36
1246,15,588,56,2.6,0,1,48
1247,7,404,10,3.5,0,1,41
1248,11,466,54,4.4,0,1,50
1249,16,108,34,4.1,0,1,35
1250,2,858,39,3.4,1,0,50
1251,16,346,54,3.1,1,1,45
1252,11,403,30,3.2,0,0,43
1253,6,435,54,2.9,0,0,50
1254,7,728,11,2.7,1,0,41
1255,2,307,42,4.9,0,0,50
1256,3,478,18,4.3,0,0,50
1257,7,774,18,3.8,1,0,45
1258,17,657,43,4.4,0,1,37
1259,9,430,21,4.8,1,1,42
1260,11,599,12,4.5,0,0,34
1261,18,506,23,4.0,1,1,25
1262,11,715,58,3.2,1,0,50
1263,10,718,56,4.8,0,0,50
1264,9,662,41,3.5,1,0,50
1265,6,346,11,4.9,0,1,43
1266,20,805,12,3.6,0,0,16
1267,5,977,44,3.7,1,0,50
1268,1,246,8,3.1,0,0,50
1269,19,604,24,3.9,1,0,24
1270,14,200,35,4.1,0,0,39
1271,11,666,53,3.2,0,0,50
1272,10,753,41,3.6,0,1,50
1273,10,407,57,2.5,0,0,50
1274,20,270,41,3.0,1,0,30
1275,17,635,30,3.5,0,1,31
1276,12,691,39,2.8,1,1,45
1277,6,924,38,4.3,0,0,50
1278,14,500,27,3.4,0,1,35
1279,6,855,9,2.8,0,1,42
1280,20,570,37,3.8,0,1,28
1281,4,290,26,3.6,0,0,50
1282,10,398,32,2.9,0,0,46
1283,7,373,28,3.3,0,0,50
1284,5,771,35,3.5,1,1,50
1285,19,254,23,3.1,0,1,23
1286,12,866,46,3.4,0,1,49
1287,9,432,5,3.1,0,1,34
1288,1,151,60,4.4,1,1,50
1289,5,356,5,4.6,1,1,42
1290,9,341,25,2.8,1,0,44
1291,10,166,49,2.7,0,0,50
1292,9,808,20,5.0,0,0,42
1293,4,225,36,3.6,1,1,50
1294,9,754,21,4.7,1,1,42
1295,11,297,52,3.8,1,0,50
1296,7,797,7,3.5,1,0,39
1297,5,408,10,3.0,0,1,45
1298,2,918,28,2.6,0,0,50
1299,17,874,4,3.4,0,1,18
1300,12,409,7,3.9,0,1,29
1301,1,545,9,3.7,1,1,50
1302,2,946,59,3.5,1,1,50
1303,12,640,51,4.9,1,0,50
1304,1,542,26,3.4,0,1,50
1305,6,648,53,3.4,0,1,50
1306,6,941,22,2.5,1,1,49
1307,13,479,54,4.1,1,1,50
1308,8,520,18,4.4,1,1,43
1309,7,329,3,2.6,1,0,37
1310,16,918,23,3.5,1,0,29
1311,3,501,33,3.4,0,1,50
1312,20,659,5,3.5,1,1,12
1313,19,744,11,3.8,1,0,17
1314,17,316,24,2.6,1,0,28
1315,1,662,53,4.0,0,1,50
1316,7,357,9,2.7,1,1,40
1317,16,968,45,4.1,1,0,40
1318,20,185,24,3.7,0,1,22
1319,18,309,49,4.8,1,0,38
1320,13,277,18,3.6,0,1,33
1321,13,943,19,3.2,1,1,33
1322,19,807,24,4.9,0,1,24
1323,14,325,4,3.3,0,1,24
1324,12,767,37,2.9,0,0,44
1325,13,909,50,2.6,0,1,49
1326,3,678,17,4.2,1,1,50
1327,11,786,13,2.6,0,1,34
1328,3,165,33,3.0,0,1,50
1329,11,577,17,3.2,1,1,36
1330,6,462,28,2.5,1,1,50
1331,16,455,56,4.7,0,1,46
1332,4,184,4,4.8,0,1,44
1333,15,696,53,3.3,1,0,46
1334,19,392,8,2.7,1,0,16
1335,13,778,7,3.7,0,0,27
1336,17,626,29,3.7,1,0,30
1337,3,506,18,4.2,0,0,50
1338,11,487,19,2.9,0,1,37
1339,12,559,47,2.7,1,0,49
1340,3,473,43,3.1,1,1,50
1341,16,902,30,4.8,1,1,33
1342,10,343,16,3.4,1,1,38
1343,13,763,25,3.6,1,0,36
1344,4,926,40,3.1,1,1,50
1345,5,781,29,2.6,0,1,50
1346,8,931,49,3.8,0,0,50
1347,8,737,39,3.1,1,1,50
1348,20,550,4,3.9,0,1,12
1349,16,624,22,4.4,0,0,29
1350,12,585,45,4.2,0,0,48
1351,8,904,8,4.7,1,0,38
1352,17,143,21,2.6,0,1,26
1353,19,282,10,3.6,1,0,17
1354,16,202,36,4.5,1,0,36
1355,4,485,4,3.3,0,0,44
1356,10,819,32,2.6,0,1,46
1357,6,601,53,4.5,1,1,50
1358,19,407,50,4.9,1,1,37
1359,19,687,53,2.8,0,1,38
1360,15,829,35,4.1,1,0,37
1361,12,946,12,4.6,1,0,32
1362,12,818,8,3.9,1,1,30
1363,14,924,13,4.3,1,1,28
1364,15,797,48,4.4,0,0,44
1365,17,579,27,4.3,0,1,29
1366,8,805,13,4.0,0,1,40
1367,9,817,30,3.7,0,1,47
1368,1,278,49,5.0,1,0,50
1369,2,587,33,3.4,0,0,50
1370,19,126,31,4.1,1,0,27
1371,6,751,29,4.0,0,0,50
1372,2,836,8,2.8,1,0,50
1373,11,894,24,4.5,0,0,40
1374,3,508,9,4.7,1,1,48
1375,3,403,2,4.8,0,0,45
1376,12,885,31,4.6,0,0,41
1377,18,227,19,2.9,1,0,23
1378,3,159,31,2.9,0,0,50
1379,11,616,19,4.7,0,0,37
1380,18,872,16,4.2,0,1,22
1381,15,984,26,4.5,0,1,33
1382,3,726,52,4.0,0,0,50
1383,6,244,54,4.7,0,1,50
1384,16,766,11,4.4,1,1,23
1385,9,283,39,3.6,0,1,50
1386,10,180,19,3.0,0,1,39
1387,8,730,13,4.4,0,1,40
1388,7,994,39,3.3,1,1,50
1389,20,675,14,2.6,1,1,17
1390,20,543,27,2.9,0,0,23
1391,18,431,25,3.3,0,0,26
1392,18,224,36,3.4,0,0,32
1393,4,926,21,3.3,0,1,50
1394,10,284,13,4.2,0,0,36
1395,9,849,20,3.0,0,1,42
1396,12,471,60,4.7,1,1,50
1397,12,711,60,3.0,1,1,50
1398,11,434,24,3.2,0,1,40
1399,11,974,2,4.6,0,1,29
1400,20,399,38,3.2,1,0,29
1401,17,584,40,3.0,0,1,36
1402,16,221,41,2.8,0,1,38
1403,8,906,9,4.6,1,0,38
1404,15,144,3,3.3,1,1,21
1405,6,521,7,4.5,1,1,41
1406,13,356,59,3.2,0,0,50
1407,12,674,2,2.7,0,1,27
1408,11,602,23,4.7,0,0,39
1409,19,472,2,3.0,1,1,13
1410,1,432,14,4.5,0,1,50
1411,19,913,57,3.7,0,1,40
1412,1,327,52,4.4,0,0,50
1413,14,294,20,3.8,0,1,32
1414,5,339,55,4.0,1,1,50
1415,10,271,42,3.6,0,1,50
1416,20,235,40,4.7,1,0,30
1417,17,478,45,4.7,0,0,38
1418,12,235,14,3.8,1,1,33
1419,4,646,39,2.6,0,1,50
1420,19,870,47,4.4,0,0,35
1421,4,980,7,3.4,0,1,45
1422,18,465,7,4.4,1,1,17
1423,18,263,47,2.8,1,1,37
1424,8,353,14,3.4,0,1,41
1425,1,565,48,4.7,1,1,50
1426,19,367,49,3.7,0,1,36
1427,12,917,43,4.1,0,1,47
1428,19,147,53,2.7,1,1,38
1429,1,165,1,4.3,1,1,48
1430,2,842,51,3.9,0,0,50
1431,1,140,52,4.7,1,1,50
1432,20,375,59,3.1,0,0,39
1433,5,631,25,4.1,1,0,50
1434,16,153,44,3.0,1,0,40
1435,5,359,31,2.9,1,0,50
1436,13,792,13,3.8,0,1,30
1437,9,228,28,3.1,0,0,46
1438,5,476,11,4.6,1,0,45
1439,14,696,37,3.7,0,1,40
1440,20,794,57,3.0,0,1,38
1441,4,496,37,2.7,1,1,50
1442,19,599,30,3.2,1,0,27
1443,11,201,5,3.8,1,1,30
1444,10,279,22,3.6,1,1,41
1445,13,437,37,3.5,1,0,42
1446,18,161,59,3.6,1,1,43
1447,19,989,36,4.3,0,1,30
1448,14,309,31,3.7,1,0,37
1449,9,856,49,4.2,1,0,50
1450,12,607,47,3.7,0,0,49
1451,4,249,17,2.8,1,0,50
1452,15,668,32,4.3,0,1,36
1453,9,539,47,2.8,0,0,50
1454,8,298,19,2.7,0,0,43
1455,2,734,14,3.1,1,0,50
1456,8,451,27,2.7,1,0,47
1457,18,530,32,2.5,1,0,30
1458,11,253,12,3.3,0,1,34
1459,11,566,31,3.3,0,1,43
1460,13,406,55,3.5,0,1,50
1461,1,917,55,3.2,1,0,50
1462,17,252,40,3.6,1,0,36
1463,1,178,29,3.4,1,0,50
1464,16,687,39,3.4,1,1,37
1465,19,644,15,3.0,0,1,19
1466,5,369,23,4.0,1,1,50
1467,18,808,41,3.9,1,1,34
1468,20,533,32,2.9,0,1,26
1469,13,679,23,4.8,1,1,35
1470,19,315,35,2.7,1,1,29
1471,8,981,49,4.2,0,0,50
1472,12,409,22,3.0,0,1,37
1473,2,379,2,4.1,1,0,47
1474,7,897,27,5.0,1,1,49
1475,11,598,59,4.5,0,0,50
1476,11,708,46,4.4,0,0,50
1477,19,359,47,4.6,0,1,35
1478,19,881,51,4.9,0,1,37
1479,9,781,37,3.6,0,1,50
1480,17,434,47,2.6,1,1,39
1481,9,552,20,3.8,0,1,42
1482,18,912,41,3.9,1,0,34
1483,3,478,59,4.0,1,1,50
1484,18,692,32,3.4,0,1,30
1485,5,412,40,3.0,1,0,50
1486,10,462,25,4.6,0,0,42
1487,13,850,36,4.9,1,0,42
1488,13,857,43,3.9,0,0,45
1489,17,425,18,3.5,0,0,25
1490,6,366,17,3.6,1,0,46
1491,9,701,38,4.9,1,0,50
1492,3,451,45,3.8,1,0,50
1493,13,119,19,4.2,1,0,33
1494,15,938,41,3.7,0,1,40
1495,5,492,32,3.9,0,0,50
1496,6,738,17,4.5,0,0,46
1497,2,573,13,4.7,1,0,50
1498,5,832,22,2.8,1,0,50
1499,2,810,27,3.5,0,1,50
1500,3,536,36,3.1,0,0,50
1501,2,925,47,2.7,0,1,50
1502,10,760,37,4.3,0,1,48
1503,2,101,27,4.0,0,0,50
1504,16,704,37,4.8,0,1,36
1505,12,448,19,3.1,0,1,35
1506,3,781,33,4.1,1,1,50
1507,14,253,48,4.3,0,1,46
1508,17,518,33,4.1,0,1,32
1509,4,187,41,3.9,0,1,50
1510,3,596,50,3.6,0,0,50
1511,19,640,35,4.9,1,1,29
1512,11,959,2,4.7,0,1,29
1513,8,210,53,2.6,0,0,50
1514,8,331,54,2.7,1,0,50
1515,2,473,31,4.7,0,1,50
1516,6,697,47,2.6,0,1,50
